Year,DepTime,UniqueCarrier,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Delay,CRSDepTime_sin,CRSDepTime_cos,CRSArrTime_sin,CRSArrTime_cos,ArrTime_sin,ArrTime_cos,Month_sin,Month_cos,DayofMonth_sin,DayofMonth_cos,DayOfWeek_sin,DayOfWeek_cos
1999,1922.0,AA,149.0,147.0,112.0,-6.0,-8.0,MIA,IAD,921,16,21,N,0.0,1.0,0.0,1.0,-0.5336145159156114,0.8457278217039733,-0.5000000000000004,0.8660254037844384,0.72479278722912,0.6889669190756866,-0.433883739117558,-0.9009688679024191
1999,1240.0,HP,263.0,256.0,244.0,37.0,30.0,PHX,BWI,1999,5,14,Y,-0.045830671512638414,-0.9989492227078915,-0.9291159776841186,0.369788453054019,-0.8594064115014526,0.5112930860770523,-0.8660254037844385,-0.5000000000000004,-0.3943558551133187,0.9189578116202306,-2.4492935982947064e-16,1.0
1999,1030.0,DL,196.0,195.0,170.0,-4.0,-5.0,BOS,TPA,1185,6,20,N,0.36064284100996863,-0.9327039944313836,-0.4639795052946257,-0.8858459339335223,-0.44619781310980877,-0.8949343616020251,-0.8660254037844385,-0.5000000000000004,0.5712682150947923,0.8207634412072763,0.9749279121818236,-0.22252093395631434
1999,1353.0,DL,136.0,130.0,115.0,-1.0,-7.0,CMH,TPA,829,6,15,N,-0.5022041776294791,-0.8647490757274613,-0.8883651013201087,-0.45913772090355737,-0.8849876374630418,-0.46561452032511164,0.8660254037844387,-0.4999999999999998,0.72479278722912,0.6889669190756866,-2.4492935982947064e-16,1.0
1999,1300.0,HP,275.0,248.0,226.0,27.0,0.0,PHX,BWI,1999,7,42,Y,-0.26110283908253074,-0.9653109900042794,-0.9552812313360811,0.29569878095288243,-0.9153114791194472,0.402746689858737,0.8660254037844386,0.5000000000000001,0.8978045395707416,-0.4403941515576344,0.43388373911755823,-0.900968867902419
1999,1658.0,TW,104.0,104.0,86.0,18.0,18.0,STL,MSY,604,6,12,Y,-0.9407253698140762,-0.33916924770410656,-0.9941664105962074,0.10785707228667642,-0.9832549075639547,0.18223552549214653,-0.866025403784439,0.49999999999999933,-0.29936312297335776,-0.9541392564000489,-2.4492935982947064e-16,1.0
1999,617.0,NW,111.0,116.0,94.0,-8.0,-3.0,ORF,DTW,529,9,8,N,0.9960936131272358,-0.08830353269903003,0.8281956276855085,-0.5604391155893802,0.8480480961564261,-0.5299192642332048,0.5000000000000003,-0.8660254037844385,-0.29936312297335776,-0.9541392564000489,0.7818314824680298,0.6234898018587336
1999,750.0,WN,59.0,60.0,48.0,-1.0,0.0,PDX,BOI,344,2,9,N,0.8863518809064319,-0.4630122495287034,0.5357899281109265,-0.8443513207989244,0.5409744713679944,-0.8410390129643922,-0.4999999999999997,-0.8660254037844388,0.29936312297335804,-0.9541392564000488,0.43388373911755823,-0.900968867902419
1999,1233.0,DL,137.0,145.0,120.0,-5.0,3.0,CVG,HOU,886,7,10,Y,-0.13278054053820074,-0.9911454626110051,-0.48320699150957885,-0.875506141244173,-0.46174861323503413,-0.8870108331782216,-0.4999999999999997,-0.8660254037844388,0.20129852008866006,0.9795299412524945,-0.433883739117558,-0.9009688679024191
1999,1135.0,HP,67.0,70.0,40.0,-7.0,-4.0,LAS,LAX,236,9,18,N,0.08939080453536583,-0.9959966285407396,-0.2144557568253226,-0.9767337039154931,-0.18223552549214703,-0.9832549075639546,-0.8660254037844385,-0.5000000000000004,-0.4853019625310808,-0.8743466161445822,0.43388373911755823,-0.900968867902419
1999,1038.0,AA,144.0,157.0,127.0,-15.0,-2.0,DFW,PHX,868,3,14,N,0.3401959307349564,-0.9403545760570194,-0.07633688312287772,-0.9970820830177844,-0.008726535498373713,-0.9999619230641713,-2.4492935982947064e-16,1.0,0.8978045395707416,-0.4403941515576344,-0.9749279121818236,-0.2225209339563146
1999,1911.0,US,77.0,70.0,59.0,8.0,1.0,DAY,DCA,391,7,11,Y,-0.9526625875109243,0.30402959454137124,-0.817024628268911,0.5766027721074951,-0.798635510047293,0.6018150231520479,-0.866025403784439,0.49999999999999933,0.10116832198743228,-0.9948693233918952,-0.9749279121818236,-0.2225209339563146
1999,654.0,CO,74.0,78.0,39.0,5.0,9.0,EWR,DCA,199,4,31,Y,0.9805449626957359,-0.1962946156470368,0.8586566766538932,-0.5125511795300948,0.8480480961564261,-0.5299192642332048,0.8660254037844387,-0.4999999999999998,0.6513724827222223,-0.758758122692791,0.7818314824680298,0.6234898018587336
1999,2333.0,DL,211.0,238.0,195.0,-24.0,3.0,ATL,SLC,1589,1,15,Y,-0.12628619915936126,0.9919938487217963,0.3748539831644055,0.9270838642246879,0.27563735581699916,0.9612616959383189,0.8660254037844387,-0.4999999999999998,0.39435585511331855,0.9189578116202306,-0.9749279121818236,-0.2225209339563146
